Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1_1,Internal,Alert types,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Build,Chipset,GPU,Models,NFC,Charging,SAR,5G,Triple,Dual,Features_1,Performance,Display,Camera,Loudspeaker_1,Battery life,Quad,Audio quality,Triple_1,Keyboard,Languages
b'samsung',b'Samsung E1182',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-e1182-ofic.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2011, April. Released 2011, October'",b'Discontinued',b'106.9 x 44.4 x 13.9 mm (4.21 x 1.75 x 0.55 in)',b'68 g (2.40 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'CSTN, 65K colors'","b'1.52 inches, 7.5 cm2 (~15.7% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~119 ppi density)'",b'No',"b'Yes, up to 500 entries'",b'Yes',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'FM radio',b'No',b'',b'SMS',b'No',b'Yes',b'No',b'No',b'Organizer Voice memo Predictive text input',b'Up to 620 h',b'Up to 11 h',,b'Black',b'About 50 EUR',b'No',b'No',b'Removable Li-Ion 1000 mAh battery',,,,,b'0.99 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung I9001 Galaxy S Plus',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-i9001-galaxy-s-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',b'HSPA 14.4/5.76 Mbps',"b'2011, April. Released 2011, July'",b'Discontinued',b'122.4 x 64.2 x 9.9 mm (4.82 x 2.53 x 0.39 in)',b'119 g (4.20 oz)',b'Mini-SIM',"b'Super AMOLED capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~58.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,"b'5 MP, AF'",,b'720p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'3.0, A2DP, aptX'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,"b'HTML, Adobe Flash'",,,b'MP4/DivX/Xvid/WMV/H.264 player MP3/WAV/eAAC+/AC3/FLAC player TV-out Photo/video editor Document editor',b'Removable Li-Ion 1650 mAh battery',b'Up to 480 h (2G) / Up to 430 h (3G)',b'Up to 17 h 20 min (2G) / Up to 7 h 50 min (3G)',,"b'Black, White'",b'About 230 EUR',,,,"b'8/16 GB, 512 MB RAM'",,b'Corning Gorilla Glass',,b'0.35 W/kg (head)',b'Android 2.3 (Gingerbread); TouchWiz UI 3',b'1.4 GHz Scorpion',,,,,b'Qualcomm MSM8255T Snapdragon S2',b'Adreno 205',b'GT-I9001',,,b'0.44 W/kg (head) \xc2\xa0 \xc2\xa0 0.94 W/kg (body)',,,,,,b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 66dB / Noise 66dB / Ring 75dB',,,b'Noise -87.3dB / Crosstalk -87.0dB',,,
b'samsung',b'Samsung DuosTV I6712',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-duos-tv-i6712.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1',,,b'2011. Released 2011',b'Discontinued',b'109.5 x 61 x 12 mm (4.31 x 2.40 x 0.47 in)',b'102 g (3.60 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT capacitive touchscreen, 256K colors'","b'3.2 inches, 29.1 cm2 (~43.6% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~146 ppi density)'","b'microSD, up to 16 GB (dedicated slot)'","b'Yes, Photocall'",b'Yes',b'3.15 MP',,b'320p@15fps',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'3.0, A2DP'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',b'Accelerometer',"b'SMS, MMS, Email, IM'","b'WAP 2.0/xHTML, HTML'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'GSM 850 / 900 / 1800 / 1900 - SIM 2',b'TouchWiz 3.0 UI',b'Up to 504 h',b'Up to 9 h',,b'Black',b'About 200 EUR',b'Class 12',b'Yes',b'Removable Li-Ion 1200 mAh battery',b'20 MB',,,,,,,,,,,,,,,,b'0.64 W/kg (head) \xc2\xa0 \xc2\xa0 0.47 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung C6712 Star II DUOS',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-c6712-star-ii-duos-new.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1',,,"b'2011, April. Released 2011, May'",b'Discontinued',b'109.5 x 56 x 12.2 mm (4.31 x 2.20 x 0.48 in)',b'100 g (3.32 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT capacitive touchscreen, 256K colors'","b'3.2 inches, 29.1 cm2 (~47.5% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~146 ppi density)'","b'microSD, up to 16 GB (dedicated slot)'","b'Yes, Photocall'","b'30 dialed, 30 received, 30 missed calls'",b'3.15 MP',,b'320p@15fps',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'3.0, A2DP'",b'No',"b'FM radio, RDS, recording'",b'microUSB 2.0',b'Accelerometer',"b'SMS, MMS, Email, IM'","b'WAP 2.0/xHTML, HTML'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'GSM 850 / 900 / 1800 / 1900 - SIM 2',b'TouchWiz 3.0 UI',b'Up to 550 h',b'Up to 10 h',,b'Black',b'About 80 EUR',b'Class 12',b'Yes',b'Removable Li-Ion 1200 mAh battery',b'30 MB',,,,b'0.74 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung Ch@t 222',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-chat-E2222.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1',,,"b'2011, May. Released 2011, August'",b'Discontinued',b'109.5 x 61.3 x 11.9 mm (4.31 x 2.41 x 0.47 in)',b'90 g (3.17 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.2 inches, 15.2 cm2 (~22.7% screen-to-body ratio)'",b'220 x 176 pixels (~128 ppi density)',"b'microSD, up to 16 GB (dedicated slot)'","b'1000 entries, Photocall'","b'30 dialed, 30 received, 30 missed calls'",b'VGA',,b'QCIF@15fps',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',"b'FM radio, recording'",b'microUSB 2.0',b'',"b'SMS, MMS, Email, IM'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'GSM 850 / 900 / 1800 / 1900 - SIM 2',b'No',b'Up to 550 h',b'Up to 12 h',,b'Black',b'About 40 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 1000 mAh battery',b'43 MB',,,,b'0.72 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,b'QWERTY',
b'samsung',b'Samsung Ch@t 220',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-chat-e2220.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2011, May. Released 2011, August'",b'Discontinued',b'109.5 x 61.3 x 11.9 mm (4.31 x 2.41 x 0.47 in)',b'92 g (3.25 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 15.2 cm2 (~22.7% screen-to-body ratio)'",b'220 x 176 pixels (~128 ppi density)',"b'microSD, up to 16 GB (dedicated slot)'","b'1000 entries, Photocall'","b'30 dialed, 30 received, 30 missed calls'",b'VGA',,b'QCIF@15fps',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',"b'FM radio, recording'",b'microUSB 2.0',b'',"b'SMS, MMS, Email, IM'",,b'Yes',"b'Yes, MIDP 2.0'",b'No',b'DNSe sound',b'Up to 550 h',b'Up to 12 h',,b'Black',b'About 40 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 1000 mAh battery',b'47 MB',,,,b'0.55 W/kg (head)',,,,,,,,,b'GT-E2220',,,,,,,,,,,,,,,,b'QWERTY',
b'samsung',b'Samsung M580 Replenish',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-replenish.jpg',b'CDMA / CDMA2000',b'CDMA 800 / 1900',b'CDMA2000 1x',"b'EV-DO Rev.0, 153.2 Kbps'","b'2011, April. Released 2011, May 8th'",b'Discontinued',b'123 x 60 x 11 mm (4.84 x 2.36 x 0.43 in)',b'116 g (4.09 oz)',b'Mini-SIM',"b'TFT touchscreen,  256K colors'","b'2.8 inches, 24.3 cm2 (~32.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'","b'microSD, up to 32 GB (dedicated slot), 2 GB included'",,,b'2 MP',,b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot (charges may apply)'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'microUSB 2.0',b'',,b'HTML',,,b'No',b'Made partially by recycled bio-plastics MP4/H.264 player MP3/WAV/eAAC+ player Organizer Document viewer Voice memo Predictive text input',b'Up to 217 h',b'Up to 5 h 40 min',,"b'Black, Blue, Raspberry Pink'",b'About 80 EUR',,,b'Removable Li-Ion 1160 mAh battery',"b'512 MB, 256 MB RAM'",,,,,"b'Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)'",b'600 MHz',,,,,b'Qualcomm MSM7627-2',,,,,b'0.54 W/kg (head) \xc2\xa0 \xc2\xa0 1.09 W/kg (body)',,,,,,,,,,,,,b'QWERTY',
b'samsung',b'Samsung Galaxy Prevail',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-prevail.jpg',b'CDMA / CDMA2000',b'CDMA 800 / 1900',b'CDMA2000 1x',"b'EV-DO Rev.0, 153.2 Kbps'","b'2011, April. Released 2011, April'",b'Discontinued',b'113 x 57 x 12 mm (4.45 x 2.24 x 0.47 in)',b'108 g (3.81 oz)',b'Mini-SIM',"b'TFT capacitive touchscreen, 256K colors'","b'3.2 inches, 30.5 cm2 (~47.3% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'","b'microSD, up to 32 GB (dedicated slot), 2 GB included'",,,b'2 MP',,b'320p',,,b'Yes',b'Yes',b'No',"b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,b'HTML',,,b'No',b'MP4/H.264 player MP3/WAV/eAAC+ player Document viewer',b'Up to 216 h',b'Up to 6 h 30 min',,b'Black',b'About 90 EUR',,,b'Removable Li-Ion 1500 mAh battery',b'117 MB',,,,,b'Android 2.2 (Froyo)',b'800 MHz',,,,,b'Qualcomm MSM7627-3',,,,,b'0.84 W/kg (head) \xc2\xa0 \xc2\xa0 0.56 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung M220L Galaxy Neo',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-shw-m220l-neo.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',b'EV-DO Rev.A 3.1 Mbps',"b'2011, March. Released 2011, Q2'",b'Discontinued',b'115.9 x 56.9 x 12.1 mm (4.56 x 2.24 x 0.48 in)',b'121.8 g (4.27 oz)',b'Mini-SIM',"b'TFT capacitive touchscreen, 16M colors'","b'3.5 inches, 34.9 cm2 (~52.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~267 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,b'3.15 MP',,b'Yes',b'Yes',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity'",,b'HTML',,,b'Optical trackpad',b'T-DMB TV tuner DivX/MP4/H.264 player MP3/WAV/eAAC+ player Document viewer Photo editor',b'Up to 310 h',b'Up to 6 h 30 min',,"b'Chic White, Noble Black'",b'About 80 EUR',,,b'Removable Li-Ion 1500 mAh battery',"b'4 GB, 512 MB RAM'",,,,,b'Android 2.2 (Froyo)',b'800 MHz ARM 11',,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung Google Nexus S I9020A',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-nexus-s-i9020a.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100 - i9020A for AT&T;',b'HSPA 7.2/5.76 Mbps',"b'2011, March. Released 2011, April'",b'Discontinued',b'123.9 x 63 x 10.9 mm (4.88 x 2.48 x 0.43 in)',b'129 g (4.55 oz)',b'Mini-SIM',"b'Super AMOLED capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'No',,,"b'5 MP, AF'",b'LED flash',b'w480p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass, barometer'",,"b'HTML, Adobe Flash'",,,b'HSDPA 900 / 1700 / 2100 - i9020T for T-Mobile',b'MP4/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Voice memo/dial/commands Predictive text input Near Field Communications',b'Up to 713 h (2G) / Up to 428 h (3G)',b'Up to 14 h (2G) / Up to 7 h (3G)',,"b'White, Black'",b'About 270 EUR',,,b'Removable Li-Ion 1500 mAh battery',"b'16 GB, 512 MB RAM'",,b'Oleophobic coating',,b'0.37 W/kg (head)',b'Android 2.3 (Gingerbread)',b'1.0 GHz Cortex-A8',,,,,b'Hummingbird',b'PowerVR SGX540',,b'Yes',,b'0.57 W/kg (head) \xc2\xa0 \xc2\xa0 1.33 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Google Nexus S I9023',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-google-nexus-s-ofic.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1700 / 2100',b'HSPA 7.2/5.76 Mbps',"b'2011, March. Released 2011, April'",b'Discontinued',b'123.9 x 63 x 10.9 mm (4.88 x 2.48 x 0.43 in)',b'129 g (4.55 oz)',b'Mini-SIM',"b'S-LCD capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'No',,,"b'5 MP, AF'",b'LED flash',b'w480p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass, barometer'",,"b'HTML, Adobe Flash'",,,b'MP4/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Voice memo/dial/commands Predictive text input',b'Removable Li-Ion 1500 mAh battery',b'Up to 650 h (2G) / Up to 370 h (3G)',b'Up to 13 h 20 min (2G) / Up to 6 h 20 min (3G)',,b'Black',b'About 180 EUR',,,,b'16 GB',,b'Oleophobic coating',,b'0.50 W/kg (head)',"b'Android 2.3 (Gingerbread), upgradable to 4.1.1 (Jelly Bean)'",b'1.0 GHz Cortex-A8',,,,,b'Hummingbird',b'PowerVR SGX540',,b'Yes',,b'0.83 W/kg (head) \xc2\xa0 \xc2\xa0 0.72 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung E2230',b'https://cdn2.gsmarena.com/vv/bigpic/Samsung-E2230.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2011, March. Released 2011, Q2'",b'Discontinued',b'109 x 46 x 14.9 mm (4.29 x 1.81 x 0.59 in)',b'79 g (2.79 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.8 inches, 10.2 cm2 (~20.3% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',"b'microSD, up to 8 GB (dedicated slot)'","b'1000 contacts, Photocall'",b'Yes',b'VGA',,b'128x96',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP'",b'No',"b'Stereo FM radio, RDS, recording'",b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'MP3/AAC player MP4/H.263 player Organizer Voice memo Predictive text input',b'Up to 660 h',b'Up to 14 h 40 min',,b'Black',b'About 50 EUR',b'Yes',b'No',b'Removable Li-Ion 1000 mAh battery',b'4 MB',,,,b'0.71 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung P1010 Galaxy Tab Wi-Fi',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-p1010-galaxy-tab-wi-fi.jpg',b'No cellular connectivity',b'N/A',,,"b'2011, Q1. Released 2011, March'",b'Discontinued',b'190.1 x 120.5 x 12 mm (7.48 x 4.74 x 0.47 in)',b'380 g (13.40 oz)',b'No',"b'TFT capacitive touchscreen, 16M colors'","b'7.0 inches, 137.9 cm2 (~60.2% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,"b'3.15 MP, AF'",b'LED flash',b'480p@30fps',b'1.3 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'2.1, A2DP, EDR'",b'No',b'No',b'2.0',"b'Accelerometer, gyro, proximity'",,"b'HTML, Adobe Flash'",,,b'TouchWiz UI',b'TV-out MP4/DivX/WMV/H.264 player MP3/WAV/eAAC+/FLAC player Photo/video editor Thinkfree Office',b'Up to 950 h',,,b'Black and Grey',b'About 150 EUR',b'No',b'No',b'Non-removable Li-Po 4000 mAh battery',"b'16 GB, 592 MB RAM'",,b'Corning Gorilla Glass',,b'0.18 W/kg (head)',"b'Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)'",b'1.0 GHz Cortex-A8',,,,,b'TI OMAP 3630',b'PowerVR SGX530',,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung P7500 Galaxy Tab 10.1 3G',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-10.1.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2011, March. Released 2011, June'",b'Discontinued',b'256.7 x 175.3 x 8.6 mm (10.11 x 6.90 x 0.34 in)',b'565 g (1.25 lb)',b'Mini-SIM',"b'PLS TFT capacitive touchscreen, 16M colors'","b'10.1 inches, 295.8 cm2 (~65.7% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",b'No',,,"b'3.15 MP, AF'",b'LED flash',b'720p',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'2.0 (TV-out)',"b'Accelerometer, gyro, compass'",,"b'HTML, Adobe Flash'",,,b'Non-removable Li-Po 7000 mAh battery',,b'Up to 2120 h (2G) / Up to 1840 h (3G)',b'Up to 9 h',,b'Black',b'About 370 EUR',,,,"b'16/32/64 GB, 1 GB RAM'",,b'Corning Gorilla Glass',,b'0.91 W/kg (head)',b'Android 3.1 (Honeycomb); TouchWiz UI',b'Dual-core 1.0 GHz Cortex-A9',,,,,b'Nvidia Tegra 2 T20',b'ULP GeForce',,,,,,,,,,b'Contrast ratio: 915:1 (nominal)',b'Photo / Video',b'Voice 66dB / Noise 66dB / Ring 70dB',,,b'Noise -89.9dB / Crosstalk -90.8dB',,,
b'samsung',b'Samsung Galaxy Tab 10.1 LTE I905',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-10.1-verison.jpg',b'CDMA / EVDO / LTE',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',"b'EV-DO Rev.A 3.1 Mbps, LTE'","b'2011, Q1. Released 2011, July'",b'Discontinued',b'256.7 x 175.3 x 8.6 mm (10.11 x 6.90 x 0.34 in)',b'565 g (1.31 lb)',b'Mini-SIM',"b'PLS TFT capacitive touchscreen, 16M colors'","b'10.1 inches, 295.8 cm2 (~65.7% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",b'No',,,"b'3.15 MP, AF'",b'LED flash',b'720p',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",b'No',b'2.0',"b'Accelerometer, gyro, compass'",,,,,b'TouchWiz UX UI',b'TV-out MP4/Xvid/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Photo/video editor Document editor/viewer',b'Up to 400 h',b'Up to 12 h',,b'Metallic Gray and White',b'About 290 EUR',,,b'Non-removable Li-Po 6800 mAh battery',"b'16/32 GB, 1 GB RAM'",,b'Corning Gorilla Glass',,,b'Android 3.1 (Honeycomb)',b'Dual-core 1.0 GHz Cortex-A9',,,b'LTE band 13(700)',,b'Nvidia Tegra 2 T20',b'ULP GeForce',,,,b'1.18 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Tab 10.1 P7510',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-10.1.jpg',b'No cellular connectivity',b'N/A',,,"b'2011, March. Released 2011, July'",b'Discontinued',b'256.7 x 175.3 x 8.6 mm (10.11 x 6.90 x 0.34 in)',b'560 g (1.23 lb)',b'No',"b'PLS TFT capacitive touchscreen, 16M colors'","b'10.1 inches, 295.8 cm2 (~65.7% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",b'No',,,"b'3.15 MP, AF'",b'LED flash',b'720p',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'3.0, A2DP'",b'Yes',b'No',b'2.0',"b'Accelerometer, gyro, compass'",,"b'HTML, Adobe Flash'",,,b'TV-out',b'Non-removable Li-Po 7000 mAh battery',,b'Up to 9 h (multimedia)',b'Up to 72 h',b'Black',b'About 310 EUR',b'No',b'No',,"b'16/32/64 GB, 1 GB RAM'",,b'Corning Gorilla Glass',,,"b'Android 3.0 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich); TouchWiz UX UI'",b'Dual-core 1.0 GHz Cortex-A9',,,,,b'Nvidia Tegra 2 T20',b'ULP GeForce',,,,b'0.97 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Tab 8.9 P7300',b'https://cdn2.gsmarena.com/vv/bigpic/Samsung-GALAXY-Tab-8.9.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2011, March. Released 2011, October'",b'Discontinued',b'230.9 x 157.8 x 8.6 mm (9.09 x 6.21 x 0.34 in)',b'453 g (1.00 lb)',b'Mini-SIM',"b'PLS TFT capacitive touchscreen, 16M colors'","b'8.9 inches, 229.7 cm2 (~63.0% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~170 ppi density)'",b'No',,,"b'3.15 MP, AF'",b'LED flash',b'720p',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'2.0',"b'Accelerometer, gyro, compass'",,"b'HTML, Adobe Flash'",,,b'TV-out',b'Non-removable Li-Po 6000 mAh battery',,,,b'Black',b'About 290 EUR',,,,"b'16/32/64 GB, 1 GB RAM'",,,,b'1.15 W/kg (head)',b'Android 3.0 (Honeycomb); TouchWiz UX UI',b'Dual-core 1.0 GHz Cortex-A9',,,,,b'Nvidia Tegra 2 T20',b'ULP GeForce',,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Tab 8.9 P7310',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-8.9-p7310.jpg',b'No cellular connectivity',b'N/A',,,"b'2011, March. Released 2011, May'",b'Discontinued',b'230.9 x 157.8 x 8.6 mm (9.09 x 6.21 x 0.34 in)',b'447.9 g (15.77 oz)',b'No',"b'PLS TFT capacitive touchscreen, 16M colors'","b'8.9 inches, 229.7 cm2 (~63.0% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~170 ppi density)'",b'No',,,"b'3.15 MP, AF'",b'LED flash',b'720p',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA'","b'3.0, A2DP, EDR'",b'Yes',b'No',b'2.0',"b'Accelerometer, gyro, compass'",,"b'HTML, Adobe Flash'",,,b'TouchWiz UX UI',b'TV-out MP4/DivX/Xvid/H.264 player MP3/WAV/eAAC+/FLAC player Photo/video editor Document editor/viewer',,,,b'Metallic Gray',b'About 350 EUR',b'No',b'No',b'Non-removable Li-Po 6000 mAh battery',"b'16/32/64 GB, 1 GB RAM'",,,,,"b'Android 3.0 (Honeycomb), upgradable to 3.1 (Honeycomb)'",b'Dual-core 1.0 GHz Cortex-A9',,,,,b'Nvidia Tegra 2 T20',b'ULP GeForce',,,,b'1.01 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Google Nexus S 4G',b'https://cdn2.gsmarena.com/vv/bigpic/Samsung-Nexus-S-4G.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',b'EV-DO Rev.A 3.1 Mbps',"b'2011, March. Released 2011, May 8th'",b'Discontinued',b'123.9 x 63 x 10.9 mm (4.88 x 2.48 x 0.43 in)',b'131 g (4.62 oz)',b'Mini-SIM',"b'Super AMOLED capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'No',,,"b'5 MP, AF'",b'LED flash',b'w480p@30fps',b'VGA',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, WiMAX, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass, barometer'",,"b'HTML, Adobe Flash'",,,b'MP4/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Voice memo/dial/commands Predictive text input Near Field Communications',b'Removable Li-Ion 1500 mAh battery',b'Up to 428 h',b'Up to 6 h',,b'Black',b'About 150 EUR',,,,"b'16 GB, 512 MB RAM'",,b'Oleophobic coating',,,b'Android 2.3 (Gingerbread)',b'1.0 GHz Cortex-A8',,,,,b'Hummingbird',b'PowerVR SGX540',,b'Yes',,b'0.64 W/kg (head) \xc2\xa0 \xc2\xa0 0.95 W/kg (body)',,,,,,,,,,,,,,
